Codigo Empresa;Data Ref;Ano;Mes;Dia;Codigo Conta;Descricao Conta;Valor Trimestre Atual;Valor Exercicio Anterior;Precisao
007617;20240331;2024;03;31;1.01.08.02;Ativos de Operações Descontinuadas;0;0;Mil
007617;20240331;2024;03;31;1.01.08.03;Outros;0;0;Mil
007617;20240331;2024;03;31;1.02;Ativo Não Circulante;91.146.000;92.695.000;Mil
007617;20240331;2024;03;31;1.02.01;Ativo Realizável a Longo Prazo;6.046.000;6.117.000;Mil
007617;20240331;2024;03;31;1.02.01.01;Aplicações Financeiras Avaliadas a Valor Justo através do Resultado;145.000;138.000;Mil
007617;20240331;2024;03;31;1.02.01.01.01;Títulos Designados a Valor Justo;145.000;138.000;Mil
007617;20240331;2024;03;31;1.02.01.02;Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes;0;0;Mil
007617;20240331;2024;03;31;1.02.01.03;Aplicações Financeiras Avaliadas ao Custo Amortizado;0;0;Mil
007617;20240331;2024;03;31;1.02.01.03.01;Debêntures;0;0;Mil
007617;20240331;2024;03;31;1.02.01.04;Contas a Receber;0;0;Mil
007617;20240331;2024;03;31;1.02.01.04.01;Clientes;0;0;Mil
007617;20240331;2024;03;31;1.02.01.04.02;Outras Contas a Receber;0;0;Mil
007617;20240331;2024;03;31;1.02.01.05;Estoques;0;0;Mil
007617;20240331;2024;03;31;1.02.01.06;Ativos Biológicos;2.508.000;2.503.000;Mil
007617;20240331;2024;03;31;1.02.01.07;Tributos Diferidos;1.511.000;1.490.000;Mil
007617;20240331;2024;03;31;1.02.01.07.01;Imposto de Renda e Contribuição Social Diferidos;1.511.000;1.490.000;Mil
007617;20240331;2024;03;31;1.02.01.08;Despesas Antecipadas;0;0;Mil
007617;20240331;2024;03;31;1.02.01.09;Créditos com Partes Relacionadas;0;0;Mil
007617;20240331;2024;03;31;1.02.01.09.01;Créditos com Coligadas;0;0;Mil
007617;20240331;2024;03;31;1.02.01.09.03;Créditos com Controladores;0;0;Mil
007617;20240331;2024;03;31;1.02.01.09.04;Créditos com Outras Partes Relacionadas;0;0;Mil
007617;20240331;2024;03;31;1.02.01.10;Outros Ativos Não Circulantes;1.882.000;1.986.000;Mil
007617;20240331;2024;03;31;1.02.01.10.01;Ativos Não-Correntes a Venda;0;0;Mil
007617;20240331;2024;03;31;1.02.01.10.02;Ativos de Operações Descontinuadas;0;0;Mil
007617;20240331;2024;03;31;1.02.01.10.03;Depósitos Judiciais em Garantia de Contingências;153.000;153.000;Mil
007617;20240331;2024;03;31;1.02.01.10.05;Ativos de Direito de Uso;693.000;690.000;Mil
007617;20240331;2024;03;31;1.02.01.10.06;Benefícios a empregados;125.000;128.000;Mil
007617;20240331;2024;03;31;1.02.01.10.07;Outros tributos a compensar;603.000;645.000;Mil
007617;20240331;2024;03;31;1.02.01.10.08;Imposto de renda e Contribuição social a compensar;9.000;9.000;Mil
007617;20240331;2024;03;31;1.02.01.10.09;Outros Ativos;299.000;361.000;Mil
007617;20240331;2024;03;31;1.02.02;Investimentos;79.769.000;81.297.000;Mil
007617;20240331;2024;03;31;1.02.02.01;Participações Societárias;79.769.000;81.297.000;Mil
007617;20240331;2024;03;31;1.02.02.01.01;Participações em Coligadas;8.583.000;8.499.000;Mil
007617;20240331;2024;03;31;1.02.02.01.04;Participações em Controladas em Conjunto;71.179.000;72.791.000;Mil
007617;20240331;2024;03;31;1.02.02.01.05;Outros Investimentos;7.000;7.000;Mil
007617;20240331;2024;03;31;1.02.02.02;Propriedades para Investimento;0;0;Mil
007617;20240331;2024;03;31;1.02.03;Imobilizado;4.473.000;4.415.000;Mil
007617;20240331;2024;03;31;1.02.03.01;Imobilizado em Operação;3.356.000;3.287.000;Mil
007617;20240331;2024;03;31;1.02.03.02;Direito de Uso em Arrendamento;0;0;Mil
007617;20240331;2024;03;31;1.02.03.03;Imobilizado em Andamento;1.117.000;1.128.000;Mil
007617;20240331;2024;03;31;1.02.04;Intangível;858.000;866.000;Mil
007617;20240331;2024;03;31;1.02.04.01;Intangíveis;858.000;866.000;Mil
007617;20240331;2024;03;31;1.02.04.01.01;Contrato de Concessão;0;0;Mil
007617;20240331;2024;03;31;1.02.04.02;Goodwill;0;0;Mil
